(-0.05+0j)
(-0.04067738465302145+1.0756175988448911e-13j)
(-0.03266240341249402-3.5857009000184234e-14j)
(-0.025893178448882333-1.2447873972745478e-14j)
(-0.020275461662618427+4.6724777562394016e-14j)
(-0.015691836024504403-3.7106245148134143e-14j)
(-0.012011901873256327+1.9453825451465951e-13j)
(-0.009101931465111391-1.5038902196422615e-13j)
(-0.006832873912249398-1.5832209239529373e-13j)
(-0.005086128213240702-9.975801559640412e-14j)
(-0.003757006854526533-2.2301583454773404e-13j)
(-0.0027561771810063933+1.6376513932270604e-14j)
(-0.0020095581381649563+5.037775569878572e-14j)
(-0.001457189927859789-1.978453668942361e-14j)
(-0.0010515349978862827-2.3294625889419726e-14j)
(-0.0007555631421097796-8.34171493037103e-14j)
(-0.0005408604891451755+1.4151504981877392e-13j)
(-0.0003859042810694494+2.002661547373059e-14j)
(-0.0002745713714019726+2.5511602899502514e-15j)
(-0.00019489840251644578-9.048382845099096e-14j)
(-0.00013808157342159826+5.577059975582728e-14j)
(-9.768843940656555e-05-1.2754501596169752e-13j)
(-6.904840489554142e-05-7.616248529282942e-14j)
(-4.8788600588619095e-05-7.770358574013306e-14j)
(-3.448494115362565e-05-7.356496809882977e-14j)
(-2.440256156331494e-05-5.7580791357414725e-15j)
(-1.7304470086050336e-05+1.3681695683333508e-14j)
(-1.2311569386232446e-05-6.308408347746272e-14j)
(-8.80093024926245e-06-8.176553977529109e-14j)
(-6.3322846078090555e-06+3.4294287666137613e-15j)
(-4.595175283084062e-06-5.434743768542506e-14j)
(-3.371121195192882e-06+3.981782435192953e-15j)
(-2.5066377487422118e-06+2.6713395650965853e-14j)
(-1.8940610913689682e-06+1.7425614484452393e-14j)
(-1.457963024523878e-06-8.702508270796647e-14j)
(-1.1455496339963077e-06+9.168982384967948e-14j)
(-9.198927631951168e-07+2.5429145311338476e-14j)
(-7.551690235306085e-07-4.457223239711436e-14j)
(-6.333169117125805e-07-2.136169988571093e-14j)
(-5.41692901385688e-07-4.84120126855993e-15j)
(-4.714309846382642e-07-2.775997396655643e-14j)
(-4.162954044943485e-07-2.5123002898622974e-14j)
(-3.7188104803374554e-07-9.158674947383274e-15j)
(-3.350550366049592e-07-6.634123348331528e-14j)
(-3.0356984693651074e-07+7.753857236215612e-14j)
(-2.757977204190095e-07+3.2219228492535695e-14j)
(-2.50551577366527e-07+8.927386154803205e-14j)
(-2.2696885562550887e-07+6.569483563866214e-14j)
(-2.0444220543415463e-07-1.0724986057567285e-14j)
(-1.8258518080966697e-07-3.8031951882180593e-14j)
(-1.6121656031963696e-07-5.24450392469212e-14j)
(-1.4035227668782962e-07-1.511957896713458e-14j)
(-1.2018605658919038e-07-1.507466680280626e-14j)
(-1.0104502727493757e-07+4.3041982680257454e-14j)
(-8.331929313513513e-08+4.226279373383782e-14j)
(-6.737464599447256e-08-2.049838281854829e-14j)
(-5.347258990928268e-08+1.5196308893010668e-13j)
(-4.172442317897261e-08+7.632170962442146e-14j)
(-3.208474087769797e-08-8.423699042456972e-14j)
(-2.4381946475524563e-08-2.2271451198387792e-14j)
(-1.8365385250804923e-08+2.2199829794611346e-14j)
