0j
(-0.05+0j)
(-0.05+0j)
(-0.1+0j)
(-0.10000000000000003+2j)
(-0.10000000000000003-2j)
(-0.15+6j)
(-0.15-6j)
(-0.15000000000000002-2j)
(-0.15000000000000002+2j)
(-0.19999999999999998-6j)
(-0.19999999999999998+6j)
(-0.2+12j)
(-0.2-12j)
(-0.20000000000000007+0j)
(-0.25-12j)
(-0.25+12j)
(-0.25+4j)
(-0.25-4j)
(-0.25000000000000006+20j)
(-0.25000000000000006-20j)
(-0.3-30j)
(-0.3+0j)
(-0.3+30j)
(-0.30000000000000004+10j)
(-0.30000000000000004+20j)
(-0.30000000000000004-10j)
(-0.30000000000000004-20j)
(-0.35+30j)
(-0.35-30j)
(-0.35000000000000003+6j)
(-0.35000000000000003-6j)
(-0.3500000000000001+42j)
(-0.3500000000000001-18j)
(-0.3500000000000001+18j)
(-0.3500000000000001-42j)
(-0.4+0j)
(-0.4-28j)
(-0.4+28j)
(-0.4+14j)
(-0.4+42j)
(-0.4-42j)
(-0.4-14j)
(-0.40000000000000013+56j)
(-0.40000000000000013-56j)
(-0.44999999999999996-24j)
(-0.44999999999999996+24j)
(-0.45+8j)
(-0.45-72j)
(-0.45+72j)
(-0.45-8j)
(-0.4500000000000001+40j)
(-0.4500000000000001+56j)
(-0.4500000000000001-56j)
(-0.4500000000000001-40j)
(-0.5-72j)
(-0.5+36j)
(-0.5+72j)
(-0.5-36j)
(-0.5+18j)
(-0.5-18j)
(-0.5000000000000001+0j)
(-0.5000000000000001-54j)
(-0.5000000000000001-90j)
(-0.5000000000000001+90j)
(-0.5000000000000001+54j)
(-0.55+110j)
(-0.55-110j)
(-0.55+70j)
(-0.55+10j)
(-0.55-70j)
(-0.55+30j)
(-0.55-10j)
(-0.55-30j)
(-0.5500000000000002+50j)
(-0.5500000000000002-90j)
(-0.5500000000000002-50j)
(-0.5500000000000002+90j)
(-0.6+132j)
(-0.6-132j)
(-0.6+0j)
(-0.6000000000000001+44j)
(-0.6000000000000001+88j)
(-0.6000000000000001-22j)
(-0.6000000000000001+110j)
(-0.6000000000000001-44j)
(-0.6000000000000001+22j)
(-0.6000000000000001-110j)
(-0.6000000000000001+66j)
(-0.6000000000000001-66j)
(-0.6000000000000001-88j)
(-0.6499999999999999-132j)
(-0.6499999999999999+132j)
(-0.6499999999999999-156j)
(-0.6499999999999999+156j)
(-0.65+12j)
(-0.65-12j)
(-0.65-60j)
(-0.65+60j)
(-0.65+108j)
(-0.65-108j)
(-0.6500000000000001-84j)
(-0.6500000000000001+84j)
(-0.6500000000000002-36j)
(-0.6500000000000002+36j)
(-0.7-130j)
(-0.7+156j)
(-0.7+130j)
(-0.7-156j)
(-0.7000000000000001-182j)
(-0.7000000000000001-104j)
(-0.7000000000000001+104j)
(-0.7000000000000001-52j)
(-0.7000000000000001-26j)
(-0.7000000000000001+52j)
(-0.7000000000000001+182j)
(-0.7000000000000001+26j)
(-0.7000000000000002+0j)
(-0.7000000000000002-78j)
(-0.7000000000000002+78j)
(-0.75+42j)
(-0.75-154j)
(-0.75-126j)
(-0.75-98j)
(-0.75-182j)
(-0.75+98j)
(-0.75+154j)
(-0.75+182j)
(-0.75+126j)
(-0.75-42j)
(-0.7500000000000001-210j)
(-0.7500000000000001+210j)
(-0.7500000000000002+14j)
(-0.7500000000000002-14j)
(-0.7500000000000002-70j)
(-0.7500000000000002+70j)
(-0.7999999999999999+150j)
(-0.7999999999999999+120j)
(-0.7999999999999999-120j)
(-0.7999999999999999-150j)
(-0.8+180j)
(-0.8-60j)
(-0.8-90j)
(-0.8-240j)
(-0.8-210j)
(-0.8+30j)
(-0.8+240j)
(-0.8-180j)
(-0.8-30j)
(-0.8+90j)
(-0.8+60j)
(-0.8+210j)
(-0.8000000000000003+0j)
(-0.8500000000000001-16j)
(-0.8500000000000001-80j)
(-0.8500000000000001-176j)
(-0.8500000000000001+16j)
(-0.8500000000000001+112j)
(-0.8500000000000001+176j)
(-0.8500000000000001-240j)
(-0.8500000000000001-144j)
(-0.8500000000000001+240j)
(-0.8500000000000001+144j)
(-0.8500000000000001-112j)
(-0.8500000000000001+272j)
(-0.8500000000000001-272j)
(-0.8500000000000001+80j)
(-0.8500000000000002-48j)
(-0.8500000000000002-208j)
(-0.8500000000000002+48j)
(-0.8500000000000002+208j)
(-0.8999999999999999+102j)
(-0.8999999999999999-306j)
(-0.8999999999999999-102j)
(-0.8999999999999999+306j)
(-0.9+0j)
(-0.9-238j)
(-0.9-170j)
(-0.9+170j)
(-0.9+68j)
(-0.9-136j)
(-0.9-272j)
(-0.9+238j)
(-0.9+204j)
(-0.9+136j)
(-0.9+272j)
(-0.9-68j)
(-0.9-204j)
(-0.9000000000000002+34j)
(-0.9000000000000002-34j)
(-0.9499999999999998+306j)
(-0.9499999999999998+126j)
(-0.9499999999999998-126j)
(-0.9499999999999998-306j)
(-0.9500000000000001-234j)
(-0.9500000000000001-54j)
(-0.9500000000000001-18j)
(-0.9500000000000001-90j)
(-0.9500000000000001-198j)
(-0.9500000000000001-162j)
(-0.9500000000000001+54j)
(-0.9500000000000001+198j)
(-0.9500000000000001+162j)
(-0.9500000000000001+270j)
(-0.9500000000000001+18j)
(-0.9500000000000001-270j)
(-0.9500000000000001+90j)
(-0.9500000000000001+234j)
(-0.9500000000000002+342j)
(-0.9500000000000002-342j)
(-0.9999999999999999-304j)
(-0.9999999999999999+304j)
(-1-38j)
(-1-228j)
(-1-266j)
(-1+114j)
(-1+152j)
(-1-114j)
(-1-152j)
(-1+228j)
(-1+266j)
(-1+76j)
(-1-76j)
(-1+38j)
(-1.0000000000000002-342j)
(-1.0000000000000002+0j)
(-1.0000000000000002+342j)
(-1.0000000000000002-190j)
(-1.0000000000000002+190j)
(-1.0499999999999998-300j)
(-1.0499999999999998+300j)
(-1.05+220j)
(-1.05+20j)
(-1.05+60j)
(-1.05-60j)
(-1.05+140j)
(-1.05-100j)
(-1.05+180j)
(-1.05-260j)
(-1.05-140j)
(-1.05-180j)
(-1.05-220j)
