(3.6736799361071303e-14+4.259914381049041e-14j),(-0.054147234645632286+1.0003039320154543j),(-0.05414723464565264-1.000303932015457j),(-0.09998160684236929-1.1675981073199955e-13j),(-0.10001163519916689-0.03956438972320697j),(-0.10001163519917936+0.039564389723172326j),(-0.14587113877628122+0.9999826530421129j),(-0.14587113877628385-0.9999826530421387j),(-0.1540832238200282+2.9999544691987405j),(-0.1540832238200648-2.999954469198725j),(-0.20000270708472193-4.000261062624399j),(-0.20000270708476617+4.000261062624451j),(-0.20002454029585925+5.1518687845567926e-14j)
(3.509413211111575e-14+3.7836173443746566e-14j),(-0.0547929628038651-1.0003515288735483j),(-0.05479296280386965+1.000351528873576j),(-0.09997888690950896+1.3240685232418597e-14j),(-0.10001317656075609+0.04239090027036146j),(-0.10001317656078358-0.04239090027032864j),(-0.14522812896427356+0.999977457748842j),(-0.14522812896428366-0.9999774577488786j),(-0.1547186332396091-2.9999451570100613j),(-0.15471863323962323+2.99994515700998j),(-0.2000031076232987-4.000299687996193j),(-0.2000031076233166+4.000299687996219j),(-0.2000285299611857-6.902597290663539e-14j)
(5.27799582550105e-15+1.1336142334524537e-13j),(-0.05549351973727217+1.0004033028847164j),(-0.05549351973731431-1.0004033028847577j),(-0.09997597982333514-1.3974974291398246e-14j),(-0.10001478159655858+0.04521749138802839j),(-0.10001478159661299-0.04521749138787224j),(-0.14453047780072154-0.9999710091703171j),(-0.1445304778007483+0.9999710091703294j),(-0.15540787167469233-2.9999343278610273j),(-0.1554078716747049+2.9999343278609705j),(-0.20000353578544075-4.000340976832924j),(-0.2000035357854518+4.000340976833092j),(-0.20003287956016838-7.364266856769819e-14j)
(1.0753733668984652e-14-6.242213625591109e-14j),(-0.05625152270401799-1.0004595082080894j),(-0.05625152270403944+1.0004595082080847j),(-0.09997288566943952+1.6591786413973562e-15j),(-0.10001644470832574+0.04804416342049537j),(-0.10001644470844073-0.04804416342066136j),(-0.14377556801781435+0.999963053071778j),(-0.14377556801781458-0.9999630530718464j),(-0.15615347481918812+2.999921734425661j),(-0.1561534748191998-2.9999217344257083j),(-0.2000039915710572+4.000384929063923j),(-0.20000399157107632-4.0003849290640145j),(-0.2000376001955883+1.3348515184260653e-13j)
(-2.837442999092011e-15-9.573545901745972e-14j),(-0.05706999469990309-1.0005204501937885j),(-0.05706999469990701+1.0005204501938323j),(-0.09996960453870525-3.2648299056391414e-14j),(-0.10001816059528561+0.05087091623030454j),(-0.1000181605953078-0.05087091623048101j),(-0.14296037660934335-0.9999532840227037j),(-0.1429603766093462+0.9999532840226837j),(-0.15695836781465827+2.9999070801141055j),(-0.15695836781467942-2.999907080114019j),(-0.20000447498027196-4.000431544613917j),(-0.2000044749802793+4.000431544613957j),(-0.2000427023690221+1.0447544858767496e-13j)
(1.8399487237993236e-14-1.957604478397353e-15j),(-0.057952442863604854+1.0005864986850148j),(-0.05795244286361612-1.0005864986849022j),(-0.09996613652765696-1.1778387480519636e-13j),(-0.10001992428956219+0.05369774925730515j),(-0.10001992428967466-0.053697749257210665j),(-0.14208139642567755+0.9999413320944459j),(-0.14208139642568526-0.9999413320944627j),(-0.15782593946993886+2.999890006447464j),(-0.15782593946993886-2.9998900064474308j),(-0.20000498601303707+4.000480823402899j),(-0.2000049860130531-4.00048082340287j),(-0.20004819590996037+2.056474409836829e-14j)
(8.64386998337893e-16+1.6657038173677714e-14j),(-0.058902959018836215+1.000658105989855j),(-0.05890295901885052-1.000658105989848j),(-0.09996248173816735+1.58533943129956e-14j),(-0.1000217311821535-0.05652466158151975j),(-0.10002173118220396+0.05652466158169157j),(-0.14113453563153444-0.9999267448886408j),(-0.14113453563156264+0.9999267448886743j),(-0.1587601371648933-2.9998700760606147j),(-0.15876013716493806+2.9998700760606867j),(-0.20000552466951746+4.00053276534682j),(-0.20000552466954036-4.000532765346785j),(-0.20005408992425758-1.215875794189158e-13j)
(-7.515353352339482e-15-7.437553844695473e-14j),(-0.05992635037465897+1.000735831593931j),(-0.059926350374682226-1.0007358315938355j),(-0.09995864027757408-8.694501215320283e-14j),(-0.10002357703714143-0.05935165198282695j),(-0.10002357703720184+0.05935165198275707j),(-0.14011498700570255-0.9999089628247714j),(-0.140114987005703+0.99990896282476j),(-0.15976558982646083-2.9998467494235586j),(-0.15976558982647682+2.999846749423545j),(-0.20000609094961433+4.000587370356335j),(-0.20000609094967092-4.000587370356393j),(-0.20006039276538623-1.2935798428763335e-13j)
(2.5100393855982253e-15-8.649837524155046e-15j),(-0.06102831210740401-1.0008203768274087j),(-0.0610283121074174+1.0008203768274473j),(-0.09995461225868628-4.459406630506412e-16j),(-0.10002545799987825+0.06217871899709358j),(-0.10002545799991783-0.06217871899706688j),(-0.13901705535897055+0.9998872844723738j),(-0.13901705535897166-0.9998872844723595j),(-0.16084776972078718-2.9998193523305203j),(-0.16084776972080617+2.999819352330624j),(-0.20000668485345974-4.0006446383381915j),(-0.20000668485352432+4.000644638337938j),(-0.2000671120182518+5.19892648702598e-14j)
(3.2456478318149804e-14+5.376428692529761e-14j),(-0.06221565936779597-1.000912634622353j),(-0.06221565936781207+1.0009126346224388j),(-0.09995039779966337-9.218870101174736e-15j),(-0.10002737059545629+0.06500586097175878j),(-0.10002737059553488-0.06500586097174545j),(-0.13783392552716536+0.9998608167948426j),(-0.13783392552718646-0.9998608167948211j),(-0.1620132090526311+2.9997870294825515j),(-0.1620132090526318-2.9997870294826434j),(-0.20000730638110475-4.000704569193782j),(-0.20000730638111414+4.0007045691938075j),(-0.20007425450205088+9.220903309897745e-14j)
(-2.987202688299837e-14-1.287261916300497e-13j),(-0.06349664567913113+1.0010137628267213j),(-0.06349664567914083-1.0010137628267712j),(-0.09994599702408723-1.4398255367333455e-14j),(-0.10002931172309787-0.06783307611319603j),(-0.10002931172316305+0.06783307611319377j),(-0.1365573439729684-0.9998284018343735j),(-0.13655734397297806+0.9998284018343871j),(-0.16326979579914222+2.9997486764970906j),(-0.1632697957991439-2.999748676497042j),(-0.20000795553251768+4.000767162821131j),(-0.20000795553253056-4.000767162821085j),(-0.20008182628165322-3.916094530498431e-14j)
(1.6080368062267905e-14+1.2905381136054318e-13j),(-0.06488141047057674-1.0011252955714913j),(-0.06488141047059615+1.0011252955715682j),(-0.09994141006103638+2.314400490865488e-13j),(-0.1000312786437262+0.07066036253281527j),(-0.10003127864375155-0.07066036253287764j),(-0.13517717125242154+0.9997885053454193j),(-0.13517717125242448-0.9997885053454235j),(-0.16462718722294353+2.9997028373428813j),(-0.16462718722295833-2.9997028373427903j),(-0.20000863230776594+4.0008324191126565j),(-0.20000863230781846-4.000832419112715j),(-0.20008983269258468-4.542464251431796e-14j)
(1.9939762374709867e-14-3.520034334653813e-14j),(-0.06638262594309943+1.0012493185921236j),(-0.0663826259431031-1.0012493185921056j),(-0.09993663704487217-9.694887351561626e-14j),(-0.10003326896458407+0.07348771828563154j),(-0.10003326896460163-0.07348771828562661j),(-0.1336807351493177-0.999739041473231j),(-0.13368073514933057+0.9997390414732027j),(-0.1660974036787753-2.999647544193644j),(-0.1660974036788344+2.999647544193656j),(-0.2000093367069356+4.0009003379567325j),(-0.2000093367069617-4.0009003379568j),(-0.20009827837116972+6.698573243337553e-14j)
(-2.7941872222469077e-14+9.044279653022913e-14j),(-0.06801646341649319-1.0013887571975892j),(-0.06801646341651613+1.0013887571976272j),(-0.09993167811535901-1.725286155706728e-14j),(-0.10003528062074185+0.07631514140616034j),(-0.10003528062076145-0.07631514140614015j),(-0.13205186432788316+0.9996770847842505j),(-0.13205186432792795-0.9996770847842034j),(-0.16769570884266263+2.999580056945314j),(-0.16769570884272803-2.9995800569453466j),(-0.20001006873004823-4.00097091923724j),(-0.20001006873008756+4.000970919237245j),(-0.2001071672924146-4.325133937444464e-14j)
(-1.1731521418663556e-14+1.9559553322121988e-13j),(-0.06980409507236825+1.0015478741467552j),(-0.06980409507236991-1.0015478741468515j),(-0.09992653341760932+8.277552506239495e-14j),(-0.10003731185406355+0.07914262993750128j),(-0.10003731185412633-0.07914262993736647j),(-0.13026938658995438+0.999598372390447j),(-0.13026938658997197-0.9995983723903247j),(-0.16944196488112773-2.9994964182043136j),(-0.16944196488115182+2.9994964182043016j),(-0.20001082837723028+4.001044162832967j),(-0.2000108283772394-4.001044162833012j),(-0.20011650281140014+1.2147482306977833e-13j)
(3.054133073673459e-14+8.164907244293463e-14j),(-0.07177414236699713-1.0017331865968597j),(-0.07177414236706237+1.0017331865968815j),(-0.09992120310211221-4.0726838931766076e-14j),(-0.10003936119149451+0.08197018195741225j),(-0.10003936119151602-0.08197018195749343j),(-0.12830468046199686+0.9994963870006621j),(-0.1283046804620963-0.9994963870006708j),(-0.1713628166396241+2.9993906457955983j),(-0.17136281663964645-2.9993906457956783j),(-0.20001161564839195-4.001120068618958j),(-0.2000116156484099+4.001120068618931j),(-0.20012628770715088-4.924560666030283e-14j)
(-1.4917273354702957e-14-8.31449411817844e-14j),(-0.07396691169601964+1.001955295403781j),(-0.07396691169605926-1.0019552954035953j),(-0.09991568732468561-8.456246687978978e-15j),(-0.10004142742191385-0.08479779559876915j),(-0.1000414274219792+0.08479779559891985j),(-0.12611743953069532-0.9993605276201234j),(-0.12611743953073276+0.9993605276200855j),(-0.1734954161533929-2.9992531522355823j),(-0.1734954161533938+2.999253152235589j),(-0.2000124305437068+4.001198636464891j),(-0.20001243054372553-4.001198636464724j),(-0.20013652422831485-9.910023348961253e-14j)
(5.6669371321466315e-14+1.2541057798456107e-13j),(-0.07644228973325556-1.002232936659572j),(-0.07644228973335468+1.0022329366593408j),(-0.09990998624648337+9.055324568399406e-14j),(-0.10004350957349252+0.08762546906713763j),(-0.10004350957350322-0.0876254690672204j),(-0.12364777710365835+0.9991720580129664j),(-0.12364777710377334-0.9991720580128067j),(-0.17589423830122303-2.9990673318205388j),(-0.17589423830130202+2.999067331820454j),(-0.20001327306318326-4.00127986623622j),(-0.20001327306319913+4.001279866236131j),(-0.20014721413943268+3.84194904509195e-14j)
(1.3972935100275937e-14-7.615011925336808e-14j),(-0.0792959263496698-1.0026033332466988j),(-0.07929592634971186+1.0026033332465472j),(-0.09990410003384151+1.7275956624643869e-13j),(-0.10004560689113705-0.0904532006543186j),(-0.10004560689120294+0.09045320065412785j),(-0.12080004329099962+0.9988937551477237j),(-0.12080004329104943-0.9988937551477143j),(-0.17864472075181972+2.998801144731378j),(-0.17864472075187995-2.998801144731234j),(-0.20001414320696365-4.001363757793965j),(-0.2000141432069638+4.001363757794302j),(-0.2001583587648039-3.2761497360167654e-14j)
(8.556154146420648e-15+3.505296666599887e-14j),(-0.0826964716896973+1.0031547406602521j),(-0.08269647168977769-1.0031547406603398j),(-0.09989802885854437+6.519754188707155e-14j),(-0.10004771881530145-0.09328098874794119j),(-0.10004771881530798+0.09328098874794419j),(-0.11740558792843735-0.9984373633759193j),(-0.11740558792851177+0.9984373633760771j),(-0.18189374949183845+2.9983820284908638j),(-0.1818937494918674-2.9983820284909326j),(-0.20001504097494816-4.001450310995162j),(-0.20001504097497455+4.001450310995218j),(-0.20016995903239582+9.268125756944602e-14j)
(2.3412405748106682e-14+8.78922328291036e-14j),(-0.08697684392740959-1.004167756404641j),(-0.0869768439275169+1.004167756404444j),(-0.09989177289758161-3.500658113839128e-14j),(-0.10004984495947043-0.09610883184002862j),(-0.10004984495957216+0.09610883184009394j),(-0.1131314928217187+0.9975222850355213j),(-0.11313149282181155-0.9975222850354795j),(-0.18592419499551732+2.9975968954439374j),(-0.1859241949955377-2.99759689544389j),(-0.20001596636734176-4.001539525690946j),(-0.20001596636735086+4.001539525690919j),(-0.20018201551719422+2.708043197833204e-13j)
(-3.6970679964077526e-15-6.904145568528953e-14j),(-0.0924882934166384-1.0069788853296597j),(-0.09248829341667826+1.0069788853298303j),(-0.09988533233318041-1.6098651738470698e-13j),(-0.10005198509246296-0.09893672853174448j),(-0.10005198509255489+0.09893672853174619j),(-0.10762650759608476+0.9948120151122126j),(-0.10762650759615788-0.9948120151123154j),(-0.1911873452890335+2.9955021794663983j),(-0.19118734528924725-2.995502179466365j),(-0.20001691938415112-4.001631401728941j),(-0.20001691938415395+4.001631401728953j),(-0.20019452847811442+5.738258613860949e-14j)
(6.103468801867616e-14-2.9689523364867286e-14j),(-0.0959489482285098+1.0127950223351359j),(-0.09594894822869568-1.0127950223351243j),(-0.09987870735282713-4.131231564747353e-14j),(-0.10005413911809768+0.1017646775358632j),(-0.10005413911824228-0.10176467753577337j),(-0.10417250415869314-0.9890996585390543j),(-0.10417250415887516+0.9890996585391226j),(-0.19541327838686343-2.990139984306796j),(-0.19541327838686595+2.990139984306817j),(-0.20001790002548742+4.001725938951979j),(-0.20001790002549236-4.00172593895196j),(-0.20020749789774905-7.111242088411186e-14j)
(3.2779068783809624e-14-9.95224812303438e-14j),(-0.09699266160126507+1.0177545121791296j),(-0.09699266160138327-1.0177545121791833j),(-0.09987189814917359+5.3740485737203196e-14j),(-0.10005630705926957-0.10459267767867157j),(-0.10005630705927909+0.10459267767843153j),(-0.10313562924946798-0.9842468703846168j),(-0.10313562924958593+0.9842468703847403j),(-0.19673031239982133+2.985037398379292j),(-0.19673031240004327-2.9850373983792986j),(-0.20001890829133392-4.001823137198148j),(-0.20001890829136829+4.001823137198273j),(-0.20022092351478182-2.0856979782713628e-13j)
(-8.625934803335162e-15+1.3449647316301434e-13j),(-0.09744999120622816+1.0217908866242325j),(-0.09744999120622883-1.0217908866242449j),(-0.09986490492017078+5.867795134484267e-14j),(-0.10005848904134333+0.10742072789926713j),(-0.10005848904144467-0.10742072789912613j),(-0.10268532517421834+0.9803201187087303j),(-0.10268532517424735-0.9803201187086087j),(-0.19726165485153152+2.98096120175454j),(-0.19726165485158065-2.98096120175447j),(-0.20001994418184385+4.001922996301282j),(-0.20001994418189536-4.001922996301329j),(-0.20023480485610826-1.1964260579408217e-14j)
(-7.51152158100321e-16-1.7270517380201396e-13j),(-0.09770664295863296+1.0252901717247818j),(-0.09770664295870803-1.0252901717247684j),(-0.09985772786892529+3.9237897658754226e-14j),(-0.10006068527832188+0.11024882724860036j),(-0.10006068527834905-0.11024882724885611j),(-0.10243588599396151-0.9769333772740927j),(-0.10243588599406529+0.9769333772740921j),(-0.19754670109183936+2.9774819081958794j),(-0.19754670109189898-2.977481908195902j),(-0.20002100769709388-4.002025516090526j),(-0.2000210076971046+4.0020255160907094j),(-0.20024914126668011-5.270665446478436e-15j)
(-2.6799422230915733e-14-3.767996255622127e-14j),(-0.097869768182959-1.028442535111887j),(-0.09786976818296002+1.0284425351120146j),(-0.09985036720364711-6.63704435733354e-14j),(-0.1000628960588953+0.11307697488734038j),(-0.10006289605892546-0.11307697488737893j),(-0.1022801603606295-0.9738964782622195j),(-0.1022801603606298+0.9738964782619964j),(-0.19772242957045633-2.974381344445865j),(-0.1977224295704987+2.9743813444459106j),(-0.20002209883707747+4.00213069639084j),(-0.20002209883713148-4.002130696390669j),(-0.20026393193507286-1.3368447037720022e-13j)
(-1.2546387657543897e-14+7.294165274297116e-14j),(-0.0979810774575771+1.0313511102146262j),(-0.09798107745760062-1.031351110214748j),(-0.09984282313769786+5.656904331592168e-14j),(-0.10006512173545462+0.11590517008176504j),(-0.10006512173545996-0.1159051700817626j),(-0.10217643767086144-0.971106288051321j),(-0.10217643767092356+0.9711062880514251j),(-0.19783928688272057-2.97154387243991j),(-0.19783928688279356+2.971543872439868j),(-0.20002321760196518-4.002238537021756j),(-0.20002321760201502+4.002238537021856j),(-0.20027917591677724+9.547156683376776e-14j)
(6.557402330137148e-14-1.1664055490016058e-14j),(-0.09806039381024424-1.0340781574112357j),(-0.0980603938103248+1.034078157411145j),(-0.0998350958896331+7.391734095359703e-14j),(-0.10006736271273364-0.11873341220083075j),(-0.10006736271276934+0.11873341220065983j),(-0.10210489487183887+0.968500546066386j),(-0.10210489487191159-0.9685005460665022j),(-0.19792043945069152+2.968900998864076j),(-0.1979204394507184-2.9689009988640622j),(-0.20002436399183007-4.002349037799348j),(-0.20002436399183876+4.002349037799365j),(-0.2002948721570472+2.7037465033154312e-14j)
(3.260933190141202e-14-3.8365144394703066e-14j),(-0.09811843741236018+1.0366643496329961j),(-0.0981184374123926-1.0366643496329784j),(-0.0998271856830914+4.18857032975528e-14j),(-0.10006961943878497+0.12156170071160131j),(-0.10006961943881042-0.121561700711782j),(-0.10205481176634099-0.9660385791738013j),(-0.10205481176634147+0.9660385791738542j),(-0.19797812885046207+2.966408606492044j),(-0.19797812885050284-2.966408606492104j),(-0.20002553800666328+4.002462198534555j),(-0.200025538006705-4.002462198534408j),(-0.2003110195079175-4.575463810138825e-15j)
(-7.053653094948345e-14+4.594102075528521e-14j),(-0.09816155409203862-1.039137850971317j),(-0.09816155409205306+1.0391378509713025j),(-0.0998190927467795-1.837404629975852e-14j),(-0.1000718923961354+0.12439003517564744j),(-0.10007189239617836-0.12439003517567523j),(-0.10201984249955416+0.96369222307527j),(-0.10201984249962062-0.9636922230752958j),(-0.19801948175587775+2.9640364693198773j),(-0.19801948175590686-2.9640364693199053j),(-0.2000267396466764+4.002578019033761j),(-0.20002673964667916-4.002578019033703j),(-0.2003276167469746-1.4663016302431593e-13j)
(-2.2639765298563282e-14+3.9821199458761674e-14j),(-0.09819375993751364-1.041519046820668j),(-0.09819375993762185+1.0415190468204265j),(-0.09981081731436658+1.4147782026714294e-13j),(-0.10007418209475663+0.12721841524354047j),(-0.10007418209476299-0.1272184152435906j),(-0.101995970956208+0.9614410921645933j),(-0.1019959709562972-0.961441092164503j),(-0.19804895207988946-2.961762888680757j),(-0.19804895207989523+2.9617628886807235j),(-0.2000279689118205+4.0026964990990725j),(-0.20002796891184263-4.002696499099378j),(-0.20034466259142356+3.3431068269525214e-14j)
(-2.638979698597495e-14-1.2195126336793374e-13j),(-0.09821773088176047+1.0438232127943152j),(-0.09821773088179556-1.0438232127944087j),(-0.09980235962482156+2.876790833726715e-14j),(-0.10007648906470001-0.13004684065061753j),(-0.1000764890647729+0.13004684065053046j),(-0.10198052117579544-0.9592699106113342j),(-0.10198052117581512+0.9592699106114702j),(-0.1980694784625492-2.9595717105695116j),(-0.19806947846258174+2.9595717105694574j),(-0.2000292258023054-4.002817638528272j),(-0.2000292258023517+4.002817638528268j),(-0.2003621557115308-4.233867762641733e-14j)
(-1.620119628684742e-15-2.71820704894576e-15j),(-0.09823532433812769-1.0460621185119043j),(-0.09823532433813008+1.0460621185118688j),(-0.09979371992187511-6.407860197592397e-14j),(-0.10007881385152596-0.13287531121207563j),(-0.10007881385157463+0.13287531121186114j),(-0.10197163571636592-0.9571669085751853j),(-0.10197163571638394+0.9571669085752319j),(-0.19808308463112909+2.9574505542024307j),(-0.19808308463117238-2.9574505542024094j),(-0.2000305103181384-4.00294143711384j),(-0.2000305103181474+4.0029414371137975j),(-0.20038009474155574-9.99358902332856e-14j)
(-2.2482016234620542e-14+8.738842984557164e-14j),(-0.09824787321721874-1.0482450414459608j),(-0.09824787321722038+1.048245041445989j),(-0.0997848984543479-4.743859808708395e-15j),(-0.100081157010334+0.13570382681822357j),(-0.10008115701038596-0.13570382681817295j),(-0.10196798163842695+0.9551228083566343j),(-0.10196798163843684-0.9551228083567109j),(-0.19809121346585734-2.955389702851104j),(-0.19809121346588107+2.9553897028511202j),(-0.20003182245942097+4.003067894644588j),(-0.2000318224594548-4.003067894644455j),(-0.20039847829038088-9.25888998571727e-14j)
(-3.2827780424091395e-14+1.6932005921565222e-14j),(-0.09825636084835367+1.0503794350380677j),(-0.09825636084837118-1.0503794350380973j),(-0.09977589547606518-2.466236629893395e-14j),(-0.10008351910183871-0.1385323874305756j),(-0.10008351910183905+0.13853238743050086j),(-0.10196857558311678-0.9531301562832465j),(-0.10196857558313462+0.9531301562831835j),(-0.19809492367467868-2.953381378693108j),(-0.19809492367468495+2.9533813786931367j),(-0.20003316222630785-4.0031970109042225j),(-0.2000331622263532+4.003197010904368j),(-0.2004173049502961-8.186192002862457e-14j)
