0j,(-0.05+0j),(-0.05+0j),(-0.1+0j),(-0.10000000000000003-2j),(-0.10000000000000003+2j),(-0.15-6j),(-0.15+6j),(-0.15000000000000002-2j),(-0.15000000000000002+2j),(-0.19999999999999998-6j),(-0.19999999999999998+6j),(-0.2+12j),(-0.2-12j),(-0.20000000000000007+0j),(-0.25+12j),(-0.25-4j),(-0.25-12j),(-0.25+4j),(-0.25000000000000006+20j)
(-2.373571974167942e-13+2.882667087315598e-13j),(-0.04517284004822275+3.620531053867047e-13j),(-0.05516045393872658+1.8690437935429237e-13j),(-0.10002964239507087-2.001989078306609j),(-0.10002964239637868+2.001989078306586j),(-0.10033301987900399+2.116000245639231e-13j),(-0.14994665398159823+2.001994576044349j),(-0.14994665398168616-2.001994576044547j),(-0.150108394430273-6.001421521987113j),(-0.1501083944303679+6.001421521986563j),(-0.19980103493795026+6.547687017118954e-14j),(-0.20002548370726936-6.001427043111149j),(-0.20002548370780787+6.001427043111031j),(-0.20011771291644653-12.001326745925416j),(-0.20011771291655872+12.001326745926017j),(-0.2498892930254702+3.999434424682579j),(-0.24988929302552568-3.999434424682684j),(-0.2500347908639497+12.001332268315581j),(-0.2500347908639764-12.001332268315553j),(-0.25012075663512023-20.00129227054863j)
(9.486186531155536e-14+7.953487334050026e-13j),(-0.040677384652953064-3.9780130350133065e-13j),(-0.060653148810319524-1.8464711707610098e-13j),(-0.10011857713692894-2.0079563839859125j),(-0.10011857713701418+2.0079563839863646j),(-0.1013294385308548+3.310343738322148e-13j),(-0.1497877627743275+2.007978177181324j),(-0.1497877627744489-2.007978177181177j),(-0.15043243848786647-6.005686001724891j),(-0.15043243848792034+6.00568600172436j),(-0.19920673271245984-2.2952072455023832e-14j),(-0.2001019340633022-6.005707886943617j),(-0.20010193406352175+6.005707886943295j),(-0.2004696371298768+12.005307290743968j),(-0.20046963712990112-12.005307290742905j),(-0.24955846844654914-3.9977375496632206j),(-0.2495584684468235+3.99773754966263j),(-0.25013908750250824-12.005329180931277j),(-0.25013908750255104+12.005329180931973j),(-0.25048180624365923+20.005169375955102j)
(-6.506157862110736e-14+5.94211147779829e-13j),(-0.03650945463408494+6.958118857849205e-14j),(-0.06647440927873292+7.264312025381424e-14j),(-0.10026682599825755-2.017902105102237j),(-0.1002668259986168+2.017902105102391j),(-0.10298140484912383-7.906961059325678e-13j),(-0.149526731704195-2.017950409646371j),(-0.14952673170424355+2.017950409646679j),(-0.1509687487484805-6.0127931686370175j),(-0.15096874874856514+6.012793168637418j),(-0.1982247890288742-1.6992146830191043e-13j),(-0.20022934876799003+6.012841674753563j),(-0.20022934876807963-6.012841674753113j),(-0.20105216381480728+12.011942544557256j),(-0.20105216381481505-12.011942544557998j),(-0.24901137995993128-3.994908939956662j),(-0.2490113799599545+3.9949089399566025j),(-0.25031266256260365+12.011991061451889j),(-0.2503126625626249-12.011991061451688j),(-0.2510795227957021-20.011632185885922j)
(3.213875986377384e-13-8.666174857477266e-13j),(-0.03266240341244351-1.864341885364305e-15j),(-0.07261803043253659-9.469630642025605e-14j),(-0.1004744223935312-2.031826476441266j),(-0.10047442239364548+2.0318264764409366j),(-0.10527606922139136+3.849132273689737e-13j),(-0.14916912078823574+2.0319105756789293j),(-0.14916912078826342-2.031910575679419j),(-0.15171179867248646-6.022742533115865j),(-0.15171179867259238+6.022742533115939j),(-0.19686775871537082+6.320891836602938e-13j),(-0.20040772399893902+6.022826977817777j),(-0.20040772399895518-6.0228269778178225j),(-0.20185939241736967-12.021233988496597j),(-0.20185939241745976+12.02123398849598j),(-0.24825433438981964-3.9909479102890106j),(-0.24825433438994055+3.9909479102890635j),(-0.25055513880553876+12.021318451209387j),(-0.25055513880565167-12.021318451209414j),(-0.2519079773390729-20.020682112087798j)
(-9.564534652297476e-14-3.3161482728107584e-13j),(-0.029127302207838345-2.355585436795106e-13j),(-0.07907543876384997-6.295021046722217e-14j),(-0.10074140736654204-2.0497296686002184j),(-0.10074140736694687+2.0497296686002007j),(-0.10819592335661028+7.005048974146162e-14j),(-0.14872247782163103-2.049857614942367j),(-0.14872247782165768+2.049857614942392j),(-0.15265408135123015+6.035533332065673j),(-0.1526540813513118-6.03553333206611j),(-0.19515266861224465+2.5558649804468046e-13j),(-0.20063705442474353+6.035661794220763j),(-0.20063705442480023-6.035661794220051j),(-0.20288329578942524+12.033183624654441j),(-0.20288329578957262-12.033183624653882j),(-0.24729592381422358+3.985853581159063j),(-0.24729592381422869-3.985853581159928j),(-0.2508659916027144+12.033312112268325j),(-0.2508659916027242-12.03331211226862j),(-0.25295910353677076+20.032321055347424j)
(7.648982263460744e-14+6.780933188700598e-13j),(-0.02589317844877936-2.424524018750199e-13j),(-0.08583591366970361-1.828671036207908e-13j),(-0.10106782455152814-2.0716116459420464j),(-0.10106782455200264+2.071611645942542j),(-0.1117192495584809+1.3449157523710767e-12j),(-0.1481961169451282-2.0717900293575497j),(-0.1481961169451679+2.0717900293577465j),(-0.15378632577587603+6.051164459330372j),(-0.1537863257759706-6.051164459330007j),(-0.1931005133311883-7.387228357494248e-13j),(-0.2009173332245302+6.051343547183845j),(-0.2009173332246724-6.051343547183918j),(-0.20411393964314392-12.047793912538548j),(-0.20411393964335944+12.047793912538028j),(-0.24614680232942007+3.9796249508357917j),(-0.2461468023295692-3.979624950835732j),(-0.2512445523773729-12.04797303164726j),(-0.2512445523774534+12.047973031648215j),(-0.25422291768912925-20.046551337751414j)
(6.4479208678551865e-15-2.1641808002294764e-13j),(-0.02294729563878655+7.042629428299627e-14j),(-0.09288685876166758+2.5394247147450326e-13j),(-0.10145371458081014-2.0974720046719435j),(-0.1014537145809089+2.0974720046710265j),(-0.11582065407831277+2.4004294504088253e-13j),(-0.14760085380886842-2.0977057971516424j),(-0.14760085380900295+2.097705797151905j),(-0.15509775600711656-6.069634386708857j),(-0.15509775600734924+6.0696343867093j),(-0.1907356672866998+3.390442921311281e-15j),(-0.20124855211496756-6.069869082949067j),(-0.20124855211511414+6.069869082948415j),(-0.20553974564570687+12.065067697639034j),(-0.2055397456458401-12.065067697640346j),(-0.24481941819707143-3.972260977720654j),(-0.24481941819709732+3.9722609777208646j),(-0.25169001293775456+12.06530242678962j),(-0.2516900129378463-12.065302426789923j),(-0.2556877825464827-20.063375625838695j)
(-2.553581849494853e-13-9.137997932387932e-13j),(-0.020275461662649482+2.470724562297699e-13j),(-0.10021411009244842-1.210400594857386e-14j),(-0.1018991094617607-2.1273098030557396j),(-0.10189910946205664+2.1273098030563764j),(-0.12047165193596214-2.559667886772358e-13j),(-0.14694871012802604+2.1276022823039447j),(-0.14694871012807997-2.127602282303951j),(-0.15657638081016506-6.090941081715174j),(-0.15657638081023495+6.090941081716253j),(-0.18808525266177473-1.3410686904256072e-13j),(-0.20163070138860884-6.091234668255026j),(-0.2016307013886319+6.091234668254551j),(-0.2071477858051448-12.085008138073361j),(-0.20714778580515741+12.085008138073045j),(-0.24332771379306034-3.963760667177932j),(-0.24332771379315518+3.963760667177984j),(-0.2522014306366534-12.085301752307323j),(-0.25220143063670325+12.085301752307396j),(-0.2573407025629981-20.08279685060104j)
(-8.680607185837728e-14+7.597163090535721e-13j),(-0.017862352156829603+5.786019101337391e-13j),(-0.10240402741599056+2.161123395328414j),(-0.10240402741625501-2.1611233953279663j),(-0.10780226719273474+1.4459314823606667e-13j),(-0.1256412596767907-6.89671943257511e-12j),(-0.14625260119680727+2.161476145283607j),(-0.14625260119687344-2.1614761452831295j),(-0.15820930038798114-6.115081927780848j),(-0.15820930038807618+6.115081927780879j),(-0.18517851174293787+9.971513612939915e-12j),(-0.20206376995306474-6.1154359874309145j),(-0.2020637699532695+6.11543598743143j),(-0.20892409500224562-12.107618635034772j),(-0.20892409500265732+12.10761863503582j),(-0.24168680660200362+3.9541231571388353j),(-0.24168680660206182-3.954123157138436j),(-0.25277773428224964+12.107972708029745j),(-0.2527777342822746-12.107972708029662j),(-0.2591676374404041-20.10481813002782j)
